trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
824,False,"{'a': 0.01, 'e': 0.00026388424945471793}",20,2,26.12965179283889,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.01, 'e': 0.00026125855730166754}",30,13,24.487551526441656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.01, 'e': 0.0002586589912220635}",35,0,52.30279733298119,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,False,"{'a': 0.01, 'e': 0.00025608529125713156}",30,14,26.0523365183071,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.01, 'e': 0.0002535372000347304}",25,19,12.14514050163664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.01, 'e': 0.000251014462743614}",25,16,13.215641222228609,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.01, 'e': 0.00024851682710795185}",25,15,19.33423815599711,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.01, 'e': 0.00024604404336209853}",20,10,16.492056613754976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.01, 'e': 0.0002435958642256188}",30,13,29.442711572394412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.01, 'e': 0.00024117204487855885}",20,2,31.07858462109299,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.01, 'e': 0.00023877234293696414}",20,3,28.190697491820746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.01, 'e': 0.00023639651842864072}",30,15,23.8197163341052,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.01, 'e': 0.00023404433376915794}",20,7,21.23531396732047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.01, 'e': 0.00023171555373808925}",25,20,10.495843833334096,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.01, 'e': 0.00022940994545549173}",20,15,8.306909445609218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.01, 'e': 0.00022712727835861536}",20,14,10.19860487839221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.01, 'e': 0.0002248673241788482}",20,13,13.484882021780278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.01, 'e': 0.00022262985691888897}",30,13,29.816865459476126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.01, 'e': 0.00022041465283014714}",25,0,34.004213308378326,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
843,False,"{'a': 0.01, 'e': 0.00021822149039036782}",20,1,28.4497556320918,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.01, 'e': 0.0002160501502814794}",25,20,11.058275633438727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.01, 'e': 0.00021390041536766149}",20,9,17.010822725248744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.01, 'e': 0.00021177207067363092}",20,0,32.920779034782875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.01, 'e': 0.0002096649033631454}",20,5,19.605080512958892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.01, 'e': 0.00020757870271771752}",20,0,31.09277037874999,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
849,False,"{'a': 0.01, 'e': 0.00020551326011554428}",20,15,8.663483663264916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.01, 'e': 0.00020346836901064417}",30,20,15.806470163469385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.01, 'e': 0.0002014438249122027}",30,20,19.46762269426845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.01, 'e': 0.00019943942536412282}",20,10,19.89882474767654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.01, 'e': 0.00019745496992477945}",25,18,14.251914722321366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.01, 'e': 0.0001954902601469746}",25,19,10.590982253755516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.01, 'e': 0.00019354509955809383}",30,1,40.68617092041227,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.01, 'e': 0.00019161929364045703}",20,4,24.236760176892144,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.01, 'e': 0.00018971264981186754}",20,16,5.4923958559838155,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.01, 'e': 0.00018782497740635362}",25,10,26.8997807746291,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.01, 'e': 0.0001859560876551017}",20,16,6.572947111017902,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.01, 'e': 0.0001841057936675792}",20,8,20.625181523922546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.01, 'e': 0.00018227391041284545}",20,6,22.548391994711334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.01, 'e': 0.0001804602547010481}",25,18,13.138670624113423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.01, 'e': 0.00017866464516510524}",35,22,23.71249774610307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.01, 'e': 0.0001768869022425666}",30,9,35.52423579396816,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.01, 'e': 0.00017512684815765842}",20,3,27.236150730497183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.01, 'e': 0.00017338430690350557}",25,20,12.96873157735757,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.01, 'e': 0.00017165910422453046}",20,0,26.231293676505903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
868,False,"{'a': 0.01, 'e': 0.0001699510675990275}",30,4,41.164636646539435,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.01, 'e': 0.00016826002622191084}",20,12,12.89159431659784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.01, 'e': 0.00016658581098763324}",35,28,10.07253851371093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.01, 'e': 0.00016492825447327666}",20,3,23.112543674008833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.01, 'e': 0.00016328719092180806}",30,16,26.57353184812176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.01, 'e': 0.00016166245622550477}",20,14,10.87718098622943,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.01, 'e': 0.00016005388790954318}",25,5,33.92005394178958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.01, 'e': 0.00015846132511575126}",20,0,31.956722040624534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.01, 'e': 0.00015688460858652242}",35,0,50.22500438820104,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
877,False,"{'a': 0.01, 'e': 0.00015532358064888985}",30,14,27.80761896684326,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.01, 'e': 0.00015377808519875894}",20,8,21.569952784849743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.01, 'e': 0.00015224796768529644}",30,16,28.382315658645773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.01, 'e': 0.0001507330750954765}",20,4,22.548794059160528,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.01, 'e': 0.00014923325593877739}",20,9,19.180137811770145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.01, 'e': 0.00014774836023203364}",20,12,17.2318523493339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.01, 'e': 0.00014627823948443712}",20,0,24.047568225160493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
884,False,"{'a': 0.01, 'e': 0.000144822746682688}",25,13,21.13866564042692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.01, 'e': 0.00014338173627629318}",20,12,13.495785313459804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.01, 'e': 0.00014195506416301115}",25,8,24.81916383757851,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.01, 'e': 0.00014054258767444143}",20,3,25.193926073956906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.01, 'e': 0.00013914416556175865}",20,8,18.086785131749355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.01, 'e': 0.0001377596579815859}",30,2,44.25050957813301,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.01, 'e': 0.0001363889264820114}",30,0,41.7286130440198,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
891,False,"{'a': 0.01, 'e': 0.00013503183398874292}",25,7,30.348397714115674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.01, 'e': 0.00013368824479140023}",20,7,19.61140428932922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.01, 'e': 0.0001323580245299439}",25,14,16.008252868882114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.01, 'e': 0.00013104104018123928}",25,9,25.720936734322148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.01, 'e': 0.0001297371600457538}",20,10,19.414504938756192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.01, 'e': 0.0001284462537343878}",20,0,26.38947470494883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
897,False,"{'a': 0.01, 'e': 0.0001271681921554341}",35,22,24.924301888746562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.01, 'e': 0.00012590284750166984}",20,12,15.106799387455611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.01, 'e': 0.0001246500932375751}",25,6,28.096272164166024,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.01, 'e': 0.00012340980408667956}",25,12,25.726642847641934,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.01, 'e': 0.0001221818560190345}",20,0,30.877156531228245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
902,False,"{'a': 0.01, 'e': 0.00012096612623880994}",20,14,13.467862905547213,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.01, 'e': 0.00011976249317201468}",25,14,18.031431402783017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.01, 'e': 0.00011857083645433882}",20,10,16.26806388483913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.01, 'e': 0.00011739103691911796}",35,24,21.420174370981293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.01, 'e': 0.00011622297658541522}",35,25,17.478276617429444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.01, 'e': 0.00011506653864622381}",20,11,14.746621832115611,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.01, 'e': 0.00011392160745678613}",20,13,13.297253536642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.01, 'e': 0.00011278806852302912}",20,0,31.2085430618248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
910,False,"{'a': 0.01, 'e': 0.00011166580849011478}",20,8,22.713082180440082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.01, 'e': 0.0001105547151311046}",20,0,28.145574874629904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
912,False,"{'a': 0.01, 'e': 0.00010945467733573657}",20,10,18.41876620296448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.01, 'e': 0.00010836558509931485}",25,14,21.55768763458691,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.01, 'e': 0.000107287329511708}",20,0,31.045722284137835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.01, 'e': 0.00010621980274645875}",30,8,36.66137889036022,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.01, 'e': 0.00010516289805000093}",25,0,39.729142525234025,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
917,False,"{'a': 0.01, 'e': 0.00010411650973098415}",20,13,12.838414765838493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.01, 'e': 0.00010308053314970452}",30,0,38.28459876120835,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
919,False,"{'a': 0.01, 'e': 0.00010205486470764058}",20,2,33.116817625436774,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.01, 'e': 0.00010103940183709324}",20,0,30.226782241023283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
921,False,"{'a': 0.01, 'e': 0.00010003404299092957}",20,9,18.258751236759775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.01, 'e': 9.903868763242697e-05}",20,6,20.992268853147245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,12,16.59199780067545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,18,21.950774385772206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,1,29.501046492468923,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,6,25.917671429153053,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,6,28.420360230564835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,15,23.264407724489658,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,15,18.808228887795522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,2,27.514935309524702,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,3,43.77881548359577,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,27.728464311579575,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,0,33.559419428620494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",20,0,28.195214236094497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,14,30.92782740499353,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,7,40.53526309949254,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,5,21.819077113845786,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,3,33.67612512485925,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,15,10.657638823574542,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,10,15.715906434734359,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,17,13.636806041985606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,20,14.017942427139229,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
